iso3code,country,survey_year,year,subregion,region,sdg_region,unicef_region,who_region,wb_income_group,wb_region,who_database_reference_number,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,nots,report_author,source,under_5_population,
VNM,VIET NAM,1998,1998,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,1897,12919,,11.9,1.4,42.1,35.8,Converted estimates,"Dibley MJ, Khoi HH, Khan NC, Tam NC, Tuyen LD, Do TT, Mai LB.","National protein energy malnutrition survey, Viet Nam 1998. National Institute of Nutrition, Hanoi, Viet Nam and Centre for Clinical Epidemiology & Biostatistics, Newcastle, Australia, 1999 (and additional analysis)."," 8,106.9 ",
VNM,VIET NAM,1999,1999,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1540,2.8,11,1.8,43.7,31.1,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 7,619.8 ",
VNM,VIET NAM,2000,2000,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2780,3041,1,6.1,2.5,43.4,26.7,,UNICEF Viet Nam.,"Multiple indicator cluster survey Viet Nam, 2000. New York: UNICEF, 2004. Standard tables http://www.childinfo.org/MICS2/newreports/vietnam/vietnam.htm (and additional analysis)."," 7,244.5 ",
VNM,VIET NAM,2002,2002,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1529,2.4,8.9,2.6,37.5,23.4,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 6,553.6 ",
VNM,VIET NAM,2003,2003,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1457,2.8,10.9,2.2,35.4,24.6,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 6,587.7 ",
VNM,VIET NAM,2004,2004,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1500,2.8,11.3,2.7,33.7,23.8,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 6,691.5 ",
VNM,VIET NAM,2005,2005,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1493,2.8,10.7,2.6,33.2,22.7,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 6,760.0 ",
VNM,VIET NAM,2006,2006,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1531,2.5,9.9,3.1,31.8,22.1,Surveilance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 6,988.8 ",
VNM,VIET NAM,2007,2007,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1507,2.4,10.1,2.9,32.2,22.6,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 7,108.6 ",
VNM,VIET NAM,2008,2008,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2951,1484,2.5,9.7,3,30.5,20.2,Surveillance data - weighted,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis)."," 7,149.1 ",
VNM,VIET NAM,2009-10,2010,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3169,94256,3.8,7.1,,29.3,17.5,,"Ministry of Health, National Institute of Nutrition.","General nutrition survey 2009-2010. Hanoi, Viet Nam: Medical Publishing House, 2010."," 7,277.4 ",
VNM,VIET NAM,2010-11,2011,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3133,3604,1.5,4.4,4.6,23.3,12,,General Statistical Office (GSO).,"Viet Nam multiple indicator cluster survey 2011 (MICS), final report. Ha Noi, Viet Nam, 2011 (and additional analysis)."," 7,418.4 ",
VNM,VIET NAM,2013,2013,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3256,99421,1.6,6.6,4.6,25.9,15.3,Surveillance data (updated report 13/5/2014),"Viet Nam National Institute of Nutrition, UNICEF, Alive & Thrive.","Nutrition surveillance profiles 2013. Hanoi, Viet Nam, 2014."," 7,630.0 ",
VNM,VIET NAM,2014,2014,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3321,98424,4.8,6.8,3.5,24.9,14.5,Surveillance data (updated report 11/1/2014),"Viet Nam National Institute of Nutrition, UNICEF, Alive & Thrive.",," 7,705.2 ",
VNM,VIET NAM,2015,2015,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3322,98447,1.4,6.4,5.3,24.6,14.1,,Viet Nam National Institute of Nutrition,"Nutrition surveillance profiles 2015. Hanoi, Viet Nam, 2017."," 7,752.9 ",
PSE,WEST BANK AND GAZA,1996,1996,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,Not Classified,Lower Middle Income,Middle East & North Africa,1795,4451,,3.6,4,10.6,3.6,Converted estimates,Palestinian Central Bureau of Statistics,"The health survey in the West Bank and Gaza Strip: main findings (MICS). Palestinian Central Bureau of Statistics. Ramallah, Palestine, 1996 (and additional analysis).", 545.3 ,
PSE,WEST BANK AND GAZA,2002,2002,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,Not Classified,Lower Middle Income,Middle East & North Africa,2969,936,,9.4,,16.1,,Converted estimates,"Al Quds University, Johns Hopkins University and Global Marketing Consulting Group (Ramallah).",Rapid nutritional assessment for West Bank and Gaza Strip. Executive summary. Accessed 05.01.10 http://anahri.alquds.edu/index_files/PNACR368.pdf., 578.3 ,
PSE,WEST BANK AND GAZA,2006-07,2007,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,Not Classified,Lower Middle Income,Middle East & North Africa,2914,9363,0.7,1.8,11.4,11.8,2.2,,Palestinian Central Bureau of Statistics.,"Palestinian family health survey, 2006: Final report. Ramallah, Palestine, 2007 (additional analysis conducted by PAPFAM).", 586.1 ,
PSE,WEST BANK AND GAZA,2010,2010,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,Not Classified,Lower Middle Income,Middle East & North Africa,3220,9158,1,3.3,5.3,10.9,3.7,(pending reanalysis),Palestinian Central Bureau of Statistics.,"Final report of the Palestinian family survey 2010 (MICS). Ramallah, State of Palestine: Palestinian Central Bureau of Statistics, 2013.", 627.9 ,
PSE,WEST BANK AND GAZA,2014,2014,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,Not Classified,Lower Middle Income,Middle East & North Africa,3240,,0.3,1.2,8.2,7.4,1.4,(pending reanalysis),Palestinian Central Bureau of Statistics.,"Palestinian multiple indicator cluster survey 2014: Key findings report (MICS). Ramallah, Palestine, 2014.", 685.6 ,
YEM,YEMEN,1991-92,1991,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,689,3885,5.5,14.3,8.1,52.4,29.6,,Ministry of Health.,"Yemen maternal and child health survey (YDMCHS). PAPCHILD Surveys. Sana, Republic of Yemen, 1992 (and additional analysis)."," 2,715.5 ",
YEM,YEMEN,1996,1996,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,1777,3833,,17.4,6.9,50.4,34.2,Converted estimates,"Republic of Yemen, Ministry of Planning and Development, Central Statistical Organisation.","Yemen multiple indicator cluster survey (March 1996): Final results. Ministry of Planning and Development. Sanaa, Republic of Yemen, 1996 (and additional analysis)."," 3,153.0 ",
YEM,YEMEN,1997,1997,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,1785,10793,6.8,16.5,3.7,59.3,47.6,,Ministry of Planning and Development.,"Yemen demographic and maternal and child health survey 1997. Demographic and Health Surveys. Central Statistical Organization. Sana'a, Yemen, 1998 (and additional analysis)."," 3,174.3 ",
YEM,YEMEN,2003,2003,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2891,12364,6.3,15.2,5,57.7,43.1,,"The Republic of Yemen Ministry of Health & Population, Central Statistical Organization an League of Arab States.","The Yemen family health survey: Principal report. Pan Arab Project for Family Health. Cairo, Egypt: The Republic of Yemen Ministry of Health & Population, Central Statistical Organization an League of Arab States, 2004 (and additional analysis)."," 3,227.6 ",
YEM,YEMEN,2011,2011,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,3174,3769453,3.4,13.3,1.5,46.6,35.5,,World Food Programme.,"The state of food security and nutrition in Yemen. Comprehensive food security survey 2011. Sana'a, Republic of Yemen, 2013 (and additional analysis)."," 3,751.4 ",
YEM,YEMEN,2013,2013,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,3276,13823,5.2,16.3,2,46.5,16.3,(pending reanalysis),"Ministry of Public Health and Population (MOPHP), Central Statistical Organization (CSO) [Yemen], Pan Arab Program for Family Health (PAPFA M), and ICF International.","Yemen National Health and Demographic Survey 2013. Rockville, Maryland, USA: MOPHP, CSO, PAPFAM, and ICF International, 2014."," 3,895.9 ",
ZMB,ZAMBIA,1992,1992,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,414,5082,2.2,6.3,4.7,46.4,21.2,,"Gaisie K, Cross AR, Nsemukila G.","Zambia demographic and health survey 1992. Demographic and Health Surveys. Central Statistical Office. Lusaka, Zambia, 1993 (and additional analysis)."," 1,557.1 ",
ZMB,ZAMBIA,1995,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3081,,,,,58.1,,Converted estimate,"Food Security, Health and Nutrition Information System, National Commission for Development Planning, Central Statistics Office.","Zambia's children in 1995: Key results of a survey to monitor progress towards goals for children (MICS2). Lusaka, Zambia: Government of the Republic of the Zambia, 1997 (and additional analysis)."," 1,670.7 ",
ZMB,ZAMBIA,1996-97,1996,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,1756,5626,1.7,5.4,6.2,48.6,19.6,,Central Statistical Office [Zambia] and Ministry of Health and Macro International Inc.,"Zambia demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Central Statistical Office and Macro International Inc., 1997 (and additional analysis)."," 1,722.2 ",
ZMB,ZAMBIA,1999,1999,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2915,1105300,2,5.7,12.3,57.9,19.6,,Ministry of Health [Zambia] and UNICEF.,"Zambia 1999 multiple indicator cluster survey report: Report on the monitoring of the end of decade goals. Lusaka, Zambia, 2000 (and additional analysis)."," 1,888.1 ",
ZMB,ZAMBIA,2001-02,2002,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2490,6056,2.3,6.2,5.9,52.5,23.3,,"Central Statistical Office [Zambia], Central Board of Health [Zambia], and ORC Macro.","Zambia demographic and health survey 2001-2002. Demographic and Health Surveys. Calverton, Maryland, USA: Central Statistical Office, Central Board of Health, and ORC Macro, 2003 (and additional analysis)."," 2,079.3 ",
ZMB,ZAMBIA,2007,2007,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2893,5945,2.3,5.6,8.4,45.8,14.9,,"Central Statistical Office (CSO), Ministry of Health, Tropical Diseases Research Centre, University of Zambia, and Macro International Inc.","Zambia demographic and health survey 2007. Demographic and Health Surveys. Calverton, Maryland, USA: CSO and Macro International Inc., 2009 (and additional analysis)."," 2,342.4 ",
ZMB,ZAMBIA,2013-14,2013,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3263,12757,2.5,6.3,6.2,40,14.8,,"Central Statistical Office (CSO) [Zambia], Ministry of Health (MOH) [Zambia], and ICF International.","Zambia demographic and health Survey 2013-14. Demographic and Health Surveys. Rockville, Maryland, USA: Central Statistical Office, Ministry of Health, and ICF International, 2014."," 2,626.3 ",
ZWE,ZIMBABWE,1987,1987,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,130,419964,,,,,10.5,Converted estimate,Ministry of Health.,"Report of the nutrition component of the national health information system. Harare, Zimbabwe, 1987 (and additional analysis)."," 1,702.1 ",
ZWE,ZIMBABWE,1988,1988,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,138,2472,0.4,1.7,5.4,31,8,,"Ministry of Finance, Economic Planning and Development.","Zimbabwe demographic and health survey, 1988. Demographic and Health Surveys. Harare, Zimbabwe, 1989 (and additional analysis)."," 1,718.5 ",
ZWE,ZIMBABWE,1994,1994,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1474,2070,1.7,5.3,6.4,28.5,11.8,Age-adjusted;,Central Statistical Office [Zimbabwe] and Macro International Inc.,"Zimbabwe demographic and health survey 1994. Demographic and Health Surveys. Calverton, Maryland: Central Statistical Office and Macro International Inc., 1995 (and additional analysis)."," 1,776.1 ",
ZWE,ZIMBABWE,1999,1999,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2197,3188,4.2,8.5,10.6,33.7,11.5,,Central Statistical Office Zimbabwe and Macro International Inc.,"Zimbabwe demographic and health survey 1999. Demographic and Health Surveys. Calverton, Maryland: Central Statistical Office and Macro International Inc., 2000 (and additional analysis)."," 1,817.1 ",
ZWE,ZIMBABWE,2005-06,2005,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2790,5254,2.9,7.3,9.1,35.8,14,,Central Statistical Office (CSO) [Zimbabwe] and Macro International Inc.,"Zimbabwe demographic and health survey 2005-06. Demographic and Health Surveys. Calverton, Maryland: CSO and Macro International Inc., 2007 (and additional analysis)."," 1,950.5 ",
ZWE,ZIMBABWE,2009,2009,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3221,6236,1.9,3.8,3.5,35.1,12.7,,Zimbabwe National Statistics Agency (ZIMSTAT).,"Zimbabwe multiple indicator monitoring survey (MIMS), 2009. Report August 2010. Harare, Zimbabwe: ZIMSTAT, 2010 (and additional analysis)."," 2,160.6 ",
ZWE,ZIMBABWE,2010-11,2010,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3110,5432,0.8,3.1,5.8,32.3,10.1,,Zimbabwe National Statistics Agency (ZIMSTAT) and ICF International.,"Zimbabwe demographic and health survey 2010-11. Demographic and Health Surveys. Calverton, Maryland: ZIMSTAT and ICF International Inc., 2012 (and additional analysis)."," 2,225.7 ",
ZWE,ZIMBABWE,2014,2014,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3228,,0.7,3.3,3.6,27.6,11.2,,Zimbabwe National Statistics Agency (ZIMSTAT).,"Multiple indicator cluster survey 2014. Key findings (MICS). Harare, Zimbabwe: ZIMSTAT, 2014."," 2,466.3 ",
ZWE,ZIMBABWE,2015,2015,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,,6352,1,3.2,5.6,26.8,8.4,(pending reanalysis),"Zimbabwe National Statistics Agency; ICF International,m Rockville, Maryland, USA","Zimbabwe Demographic and Health Survey 2015, November 2016"," 2,505.5 ",
